-14,83312732;1,183078091;0;0
1987,639061;0,990547303;0;2000
3990,111248;0,869995921;0;4000
6007,416564;0,780920978;0;6000
8009,888752;0,72578417;0;8000
10012,36094;0,69842658;0;10000
12000;0,692875888;0;12000
-14,83312732;1,285009879;1;0
1987,639061;0,990547303;1;2000
3990,111248;0,924623081;1;4000
6007,416564;0,866853454;1;6000
8009,888752;0,823363531;1;8000
10012,36094;0,792327801;1;10000
12000;0,77247272;1;12000
-14,83312732;1,079797062;2;0
1987,639061;0,990547303;2;2000
3990,111248;0,811505536;2;4000
6007,416564;0,700453624;2;6000
8009,888752;0,636992396;2;8000
10012,36094;0,615653884;2;10000
12000;0,624190067;2;12000